fit_time,score_time,test_accuracy,test_f1,test_roc_auc,bestIC,qsidp
34.77016878128052,0.20835542678833008,0.5373134328358209,0.5413402959094865,0.5552061172262819,200,None
34.60490942001343,0.12292695045471191,0.5162423178226514,0.5412156536219818,0.5490210587981377,200,None
33.979764461517334,0.12288117408752441,0.5311676909569798,0.522361359570662,0.538605741066198,200,None
34.147003412246704,0.12296438217163086,0.5039508340649693,0.5256087321578505,0.5003206610550982,200,None
39.22181701660156,0.13481664657592773,0.543459174714662,0.5298372513562387,0.5470045940862702,200,['cognitive']
39.270129680633545,0.1329953670501709,0.5452151009657594,0.5668896321070235,0.5695187000894151,200,['cognitive']
38.97422218322754,0.13616514205932617,0.5364354697102721,0.523465703971119,0.5570900009249838,200,['cognitive']
39.50187015533447,0.1346442699432373,0.4934152765583846,0.5171548117154812,0.49244904880831253,200,['cognitive']
1.4402656555175781,0.014289379119873047,0.5346795434591747,0.5508474576271186,0.5513335183300959,200,['demographic']
1.416823387145996,0.013963699340820312,0.517998244073749,0.5311699402220323,0.5359510375235099,200,['demographic']
1.4139676094055176,0.012817621231079102,0.5250219490781387,0.5112917795844626,0.5369407702031881,200,['demographic']
1.4174435138702393,0.013826370239257812,0.4433713784021071,0.497622820919176,0.4273517713440015,200,['demographic']
12.648038864135742,0.0555875301361084,0.5381913959613697,0.5441941074523396,0.5487774797274381,200,['lifestyle']
12.61157512664795,0.05607199668884277,0.5355575065847235,0.5513146734520781,0.557796071902075,200,['lifestyle']
12.54939889907837,0.05616617202758789,0.5311676909569798,0.5171790235081375,0.5464126044460889,200,['lifestyle']
12.555610179901123,0.05521893501281738,0.4925373134328358,0.5126475548060708,0.4809299170597848,200,['lifestyle']
17.372974157333374,0.06658434867858887,0.6488147497805092,0.6815286624203821,0.700607406037061,200,['mental']
17.406025648117065,0.06486654281616211,0.6426690079016681,0.6682966585167074,0.6777726389788179,200,['mental']
17.369076013565063,0.06492972373962402,0.630377524143986,0.6698039215686274,0.6730243887398637,200,['mental']
17.67280864715576,0.06324148178100586,0.6189640035118525,0.6571879936808847,0.6618629173989455,200,['mental']
14.797224283218384,0.0738673210144043,0.5443371378402108,0.5490877497827976,0.5595165417938519,200,"['cognitive', 'demographic']"
14.776416540145874,0.07367944717407227,0.5109745390693591,0.5218884120171674,0.5473190885826165,200,"['cognitive', 'demographic']"
14.728800535202026,0.07337093353271484,0.5302897278314311,0.5078196872125115,0.5527764930780378,200,"['cognitive', 'demographic']"
14.763465642929077,0.07442808151245117,0.41264266900790164,0.4897025171624714,0.41027965343939815,200,"['cognitive', 'demographic']"
13.455788612365723,0.09165120124816895,0.5478489903424056,0.5372866127583109,0.5570067523818334,200,"['cognitive', 'lifestyle']"
13.498064517974854,0.09273457527160645,0.5329236172080772,0.5603305785123968,0.5568618382511639,200,"['cognitive', 'lifestyle']"
13.423264503479004,0.0921025276184082,0.5417032484635645,0.532258064516129,0.5518422594271267,200,"['cognitive', 'lifestyle']"
13.42993974685669,0.09176087379455566,0.49692712906057945,0.5205020920502093,0.4979249529799895,200,"['cognitive', 'lifestyle']"
18.196787118911743,0.0488276481628418,0.6470588235294118,0.6789137380191693,0.6893411031973606,200,"['cognitive', 'mental']"
18.21537470817566,0.0477147102355957,0.6444249341527656,0.6688470973017171,0.6686122159528876,200,"['cognitive', 'mental']"
18.198187351226807,0.050364017486572266,0.6251097453906936,0.6597609561752987,0.6567570067523818,200,"['cognitive', 'mental']"
18.232402801513672,0.04807686805725098,0.617208077260755,0.653968253968254,0.6580489008109025,200,"['cognitive', 'mental']"
1.1955015659332275,0.0199124813079834,0.517998244073749,0.5311699402220323,0.5399377177566059,200,"['demographic', 'lifestyle']"
1.18601655960083,0.019722461700439453,0.5425812115891132,0.5489177489177489,0.5551290352418832,200,"['demographic', 'lifestyle']"
1.1852786540985107,0.019476652145385742,0.5373134328358209,0.4898354307841239,0.557629574815774,200,"['demographic', 'lifestyle']"
1.2316288948059082,0.019451379776000977,0.4161545215100966,0.4824902723735408,0.4119384577436562,200,"['demographic', 'lifestyle']"
6.94976544380188,0.09837675094604492,0.6426690079016681,0.6644682605111295,0.6827829679647273,200,"['demographic', 'mental']"
6.925661563873291,0.09510135650634766,0.6435469710272168,0.6518010291595198,0.6858662473406716,200,"['demographic', 'mental']"
7.019452810287476,0.09485960006713867,0.6286215978928885,0.6495443247721625,0.6827058859803288,200,"['demographic', 'mental']"
7.032877683639526,0.09622859954833984,0.6136962247585601,0.6422764227642276,0.6457034501896217,200,"['demographic', 'mental']"
19.527909994125366,0.11473679542541504,0.6488147497805092,0.6753246753246753,0.6924891314401999,200,"['lifestyle', 'mental']"
19.556477308273315,0.11583662033081055,0.6444249341527656,0.6622185154295246,0.6819843986063577,200,"['lifestyle', 'mental']"
19.645604133605957,0.11295938491821289,0.6321334503950834,0.6623690572119258,0.6822958098233283,200,"['lifestyle', 'mental']"
19.645188570022583,0.11248612403869629,0.6189640035118525,0.6527999999999999,0.6658650140289213,200,"['lifestyle', 'mental']"
13.03048062324524,0.0686635971069336,0.5311676909569798,0.5380622837370242,0.5363826966361421,200,"['cognitive', 'demographic', 'lifestyle']"
13.074168682098389,0.0672140121459961,0.5250219490781387,0.5395744680851063,0.5589399685505503,200,"['cognitive', 'demographic', 'lifestyle']"
12.931760787963867,0.0679178237915039,0.5443371378402108,0.5268915223336371,0.5572410816144051,200,"['cognitive', 'demographic', 'lifestyle']"
12.898221015930176,0.06758856773376465,0.45215100965759436,0.5214723926380368,0.43616686707982605,200,"['cognitive', 'demographic', 'lifestyle']"
