max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
24,75,0.19263190685493448,4,10,0.7024930335611422,0.5228293713193353,0.5285866247340671,50,None
4,175,0.19465186259400935,14,5,0.6225763179046706,0.5168944439305645,0.5331691487065643,50,['cognitive']
31,200,0.7524170569662215,2,7,0.913244208100529,0.5111880646255358,0.518861961582339,50,['demographic']
10,225,0.15959490280299385,12,12,0.6160582974814784,0.5272284401689636,0.532469244288225,50,['lifestyle']
6,175,0.6394527415300186,9,8,0.8159457534031055,0.6349798045200875,0.6691656646008695,50,['mental']
21,200,0.3429714685855856,12,10,0.693828028217111,0.5219356057102333,0.5263003730768046,50,"['cognitive', 'demographic']"
29,250,0.28018023272357484,7,9,0.9512732145895759,0.5256790922825517,0.5353081737736256,50,"['cognitive', 'lifestyle']"
2,200,0.5139041291539602,11,13,0.762977785241802,0.6345373539296395,0.6770573181635988,50,"['cognitive', 'mental']"
29,200,0.7250912458412926,10,11,0.6256569689501524,0.5210576419079334,0.5289165356272931,50,"['demographic', 'lifestyle']"
3,100,0.21935776295605552,10,5,0.9174836306931794,0.6349809607498536,0.6685790706995961,50,"['demographic', 'mental']"
6,75,0.21491777235472093,5,11,0.729648411989972,0.637609456417846,0.6768869669780778,50,"['lifestyle', 'mental']"
16,175,0.3690029452625043,7,4,0.9289459193892521,0.5241328276755157,0.5325363056146517,50,"['cognitive', 'demographic', 'lifestyle']"
3,125,0.365825187883664,14,11,0.8133569996903618,0.6345331144204975,0.6693699318595258,50,"['cognitive', 'demographic', 'mental']"
2,200,0.4767138857625801,5,14,0.9008299780461384,0.6345369685197175,0.6769844756883422,50,"['cognitive', 'lifestyle', 'mental']"
2,175,0.35672427006677526,11,4,0.8398448895227428,0.6325575031603614,0.6719267412820276,50,"['demographic', 'lifestyle', 'mental']"
2,250,0.7522739923156939,6,7,0.6350293505203234,0.6345373539296395,0.6715448000493325,50,"['cognitive', 'demographic', 'lifestyle', 'mental']"
