max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
32,200,0.30453786261538307,3,5,0.8034751460704153,0.5291813122437025,0.5453827891345235,100,None
2,100,0.8821372613072698,14,11,0.8227263959979566,0.5395172355317115,0.5417745814448247,100,['cognitive']
28,100,0.6772112546637625,8,7,0.9854611977733938,0.5135972620479142,0.5303410106989794,100,['demographic']
17,175,0.16223124002483466,10,4,0.9864414430954287,0.5395072148737396,0.5516272006906546,100,['lifestyle']
12,250,0.5106415121467714,5,8,0.9574006686637795,0.6382685073844542,0.6751503098695772,100,['mental']
10,250,0.569285412226458,5,9,0.8646135150443813,0.5230293990688497,0.5344425430888293,100,"['cognitive', 'demographic']"
27,175,0.8129381083580671,3,1,0.7972631700717048,0.5452070422100947,0.5632257268831129,100,"['cognitive', 'lifestyle']"
3,150,0.3415540677047768,10,5,0.7824365051473334,0.6338725218142016,0.6825956587426387,100,"['cognitive', 'mental']"
9,100,0.5174008271270815,9,8,0.8524386264989913,0.5212750131039373,0.5290313877840471,100,"['demographic', 'lifestyle']"
3,175,0.5619127387297381,10,10,0.6230617359460032,0.6343168994542596,0.6729295778990534,100,"['demographic', 'mental']"
5,25,0.2828085514815437,9,11,0.7666856363219884,0.6330068911294052,0.6811596213732927,100,"['lifestyle', 'mental']"
18,225,0.2652301749039852,14,14,0.6907150090125581,0.520186230074307,0.5345874572194987,100,"['cognitive', 'demographic', 'lifestyle']"
3,100,0.4257551710605476,8,5,0.846989743584107,0.6334366231924276,0.6749360219529491,100,"['cognitive', 'demographic', 'mental']"
6,75,0.5834635143300102,6,11,0.9744003086057369,0.6402429624148245,0.6754501587888879,100,"['cognitive', 'lifestyle', 'mental']"
9,175,0.43226661448977477,13,12,0.752132341339798,0.6373878457127,0.6707743656152683,100,"['demographic', 'lifestyle', 'mental']"
4,125,0.31245090901788974,5,6,0.9122374512234481,0.6314579286529152,0.6761554589461352,100,"['cognitive', 'demographic', 'lifestyle', 'mental']"
