max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
6,175,0.4184529388348429,6,5,0.8537536606095628,0.319385593220339,0.5766437446136168,30,None
20,250,0.6516575025970146,8,10,0.8205958077269051,0.33580508474576276,0.5830056616872547,30,['t1vols']
8,125,0.291265256176862,2,4,0.7765978284399628,0.3072033898305085,0.5698299698362539,30,['subcorticalvol']
6,225,0.3794235784422445,4,2,0.98404132411092,0.3140889830508474,0.5685237719046251,30,['fast']
3,175,0.6647552414705236,11,8,0.6443722421339182,0.3188559322033898,0.5811742913913627,30,['t2star']
3,250,0.23999129047162182,4,7,0.9062623913337715,0.3114406779661017,0.56341867758307,30,['wdmri']
6,175,0.9256675206850491,14,8,0.8308126805707468,0.326271186440678,0.5903520899166905,30,['taskfmri']
2,175,0.17180180930890576,4,11,0.7097973076069222,0.3151483050847458,0.5775534448913148,30,"['t1vols', 'subcorticalvol']"
4,125,0.32347594234942245,3,8,0.8336583693352961,0.3220338983050848,0.5726638058986881,30,"['t1vols', 'fast']"
4,150,0.7314361444828756,7,4,0.9283870395755356,0.3220338983050847,0.5843522574930576,30,"['t1vols', 't2star']"
3,150,0.18480011045092068,12,9,0.8962558529453493,0.3172669491525424,0.5765060925979125,30,"['t1vols', 'wdmri']"
9,125,0.8231432598040325,14,11,0.6588413029534292,0.3395127118644068,0.596485085703342,30,"['t1vols', 'taskfmri']"
3,150,0.8270676188466906,12,7,0.7672460709375758,0.3140889830508474,0.5680644331130901,30,"['subcorticalvol', 'fast']"
4,250,0.6023174165779724,14,12,0.9826280276273893,0.3177966101694915,0.5717825337546681,30,"['subcorticalvol', 't2star']"
3,125,0.7114943108210324,9,10,0.6588072578882951,0.3114406779661017,0.5703925476395673,30,"['subcorticalvol', 'wdmri']"
17,125,0.24562393227298374,3,9,0.7848048533281828,0.3204449152542373,0.5886254548501388,30,"['subcorticalvol', 'taskfmri']"
16,250,0.39515021383691873,2,7,0.6707433537343557,0.3289194915254237,0.5729301326247247,30,"['fast', 't2star']"
2,250,0.7143788317285984,11,12,0.8278816733703416,0.3061440677966102,0.5722463611988893,30,"['fast', 'wdmri']"
13,175,0.95837269843315,2,2,0.761896283078616,0.3257415254237288,0.5776626687733409,30,"['fast', 'taskfmri']"
