max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
4,175,0.7237359168224442,2,2,0.7102645161851032,0.3199152542372881,0.577200337546682,30,None
26,150,0.5476690396114585,11,5,0.7230109842971724,0.3146186440677966,0.567594620798621,30,['cognitive']
2,100,0.33537965719638513,9,14,0.8046864476663219,0.3617584745762712,0.5999069352676434,30,['demographic']
5,75,0.9336363342220174,2,14,0.8402566989256994,0.3188559322033898,0.580013226563248,30,['lifestyle']
27,125,0.18777395052259957,11,12,0.6707902224854795,0.326271186440678,0.580833153787226,30,['t1vols']
29,200,0.15959442889206407,9,8,0.8396078256977477,0.3278601694915254,0.5853008594273676,30,['taskfmri']
8,175,0.4406118263698763,7,5,0.6341662670231583,0.3548728813559322,0.6051152686009768,30,"['cognitive', 'demographic']"
32,175,0.28191929857853903,7,11,0.7686860170132446,0.3204449152542373,0.5780187685530978,30,"['cognitive', 'lifestyle']"
6,125,0.960760162367752,13,6,0.9065257567792278,0.3209745762711864,0.581730884324428,30,"['cognitive', 't1vols']"
9,150,0.9965016003868935,6,8,0.6263536306951796,0.3326271186440678,0.5887660993009671,30,"['cognitive', 'taskfmri']"
5,175,0.2934371341397244,11,2,0.902139959005715,0.3596398305084746,0.6100752298190175,30,"['demographic', 'lifestyle']"
2,250,0.8338163873798046,9,14,0.8125690989614359,0.3644067796610169,0.596923477449009,30,"['demographic', 't1vols']"
3,250,0.39844010216952847,10,9,0.7269223506349503,0.3659957627118644,0.6113140979603562,30,"['demographic', 'taskfmri']"
20,250,0.8961960783430062,4,5,0.9174539301530691,0.3167372881355932,0.58460811069616,30,"['lifestyle', 't1vols']"
30,150,0.3641846685023791,13,12,0.9554643246301457,0.3241525423728814,0.5891880326534521,30,"['lifestyle', 'taskfmri']"
17,200,0.6143742672531184,4,10,0.8699990265519458,0.336864406779661,0.5970701067700852,30,"['t1vols', 'taskfmri']"
18,75,0.7641323032853977,5,13,0.8760336946905964,0.3522245762711865,0.6053890764148233,30,"['cognitive', 'demographic', 'lifestyle']"
2,75,0.9452386298320428,9,4,0.714965971454907,0.3638771186440678,0.6020712139710811,30,"['cognitive', 'demographic', 't1vols']"
2,225,0.7570714675774128,9,4,0.8550308784470549,0.3670550847457627,0.6068044982284784,30,"['cognitive', 'demographic', 'taskfmri']"
2,200,0.5121491274571528,6,3,0.7458658329707502,0.3315677966101695,0.5743679977018098,30,"['cognitive', 'lifestyle', 't1vols']"
23,175,0.6809297679914311,11,12,0.7695344419842332,0.326271186440678,0.5856958608637365,30,"['cognitive', 'lifestyle', 'taskfmri']"
7,200,0.9136462014034608,9,3,0.6626510182650895,0.3326271186440678,0.5979438978262951,30,"['cognitive', 't1vols', 'taskfmri']"
7,250,0.9026922074470568,3,9,0.6834402660389755,0.3532838983050847,0.605689816144786,30,"['demographic', 'lifestyle', 't1vols']"
4,250,0.9477850083662437,12,2,0.6087243024482977,0.357521186440678,0.6104971631715025,30,"['demographic', 'lifestyle', 'taskfmri']"
4,150,0.9009660796134192,4,13,0.6645166649725974,0.3644067796610169,0.6100991693000096,30,"['demographic', 't1vols', 'taskfmri']"
32,250,0.8294205055808522,5,7,0.6786356059750267,0.3310381355932203,0.5986456238628746,30,"['lifestyle', 't1vols', 'taskfmri']"
22,150,0.9854687624556763,7,14,0.9465651056761449,0.3527542372881356,0.6013073949056784,30,"['cognitive', 'demographic', 'lifestyle', 't1vols']"
4,250,0.9528804210074622,5,2,0.8889363348146331,0.3675847457627119,0.6100393205975294,30,"['cognitive', 'demographic', 'lifestyle', 'taskfmri']"
4,200,0.7427531929133481,5,4,0.822021358361694,0.361228813559322,0.6064693454945896,30,"['cognitive', 'demographic', 't1vols', 'taskfmri']"
23,100,0.5922695974936715,14,6,0.7314939811877135,0.336864406779661,0.5976087450924064,30,"['cognitive', 'lifestyle', 't1vols', 'taskfmri']"
2,250,0.38807095724791874,8,8,0.9294091664368741,0.3617584745762712,0.6088184070669348,30,"['demographic', 'lifestyle', 't1vols', 'taskfmri']"
2,225,0.4292319362975039,12,10,0.8203899078296217,0.36069915254237284,0.6109385473522935,30,"['cognitive', 'demographic', 'lifestyle', 't1vols', 'taskfmri']"
