max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
3,175,0.5416810972532413,11,14,0.8474331887479903,0.3003177966101695,0.5616351862491622,30,None
23,200,0.20197988835459796,8,5,0.7966541378591877,0.3061440677966102,0.5607763573685722,30,['cognitive']
3,225,0.9220085295948258,3,7,0.9567468401325365,0.3617584745762712,0.6110851766733697,30,['demographic']
7,100,0.9867072031647249,7,14,0.9019289916117179,0.2997881355932203,0.5609184980369626,30,['lifestyle']
5,225,0.3857145494728763,2,4,0.7504781969644868,0.3294491525423729,0.5964536651345399,30,['mental']
3,150,0.9805883727461314,4,10,0.9779723656317134,0.3675847457627119,0.6060997797567749,30,"['cognitive', 'demographic']"
30,125,0.6476957248498958,8,5,0.6405373203584473,0.2997881355932204,0.5590407449966485,30,"['cognitive', 'lifestyle']"
10,225,0.18564473319135652,13,13,0.9317196755710495,0.3405720338983051,0.6013971679593987,30,"['cognitive', 'mental']"
3,225,0.9733734828278571,9,4,0.8036361402774685,0.368114406779661,0.611198889208082,30,"['demographic', 'lifestyle']"
4,125,0.48617813853693126,3,11,0.734628147434366,0.36917372881355925,0.6253276716460787,30,"['demographic', 'mental']"
5,175,0.3961505549545795,3,14,0.7220967111398953,0.3389830508474576,0.6008899502058795,30,"['lifestyle', 'mental']"
2,25,0.6804234531979684,5,10,0.6456003111191491,0.36493644067796605,0.6103370678923681,30,"['cognitive', 'demographic', 'lifestyle']"
3,175,0.20099069414021936,13,8,0.6762490154681323,0.3686440677966102,0.6276004261227617,30,"['cognitive', 'demographic', 'mental']"
17,75,0.658265871296518,3,13,0.9795645104050452,0.3289194915254237,0.5978990112994351,30,"['cognitive', 'lifestyle', 'mental']"
5,200,0.748851422159926,7,14,0.7212839520227381,0.36970338983050854,0.6243371756200325,30,"['demographic', 'lifestyle', 'mental']"
5,75,0.24747320483216478,5,7,0.7633243694787127,0.3665254237288136,0.631870631044719,30,"['cognitive', 'demographic', 'lifestyle', 'mental']"
