fit_time,score_time,test_accuracy,test_f1_micro,test_roc_auc_ovo,bestIC,qsidp
0.5550124645233154,0.09084415435791016,0.31466666666666665,0.31466666666666665,0.5891691654051282,50,None
0.5483438968658447,0.04213237762451172,0.344,0.344,0.596551193309871,50,None
0.5496363639831543,0.03893399238586426,0.32266666666666666,0.32266666666666666,0.5672146448789653,50,None
0.5492496490478516,0.03903841972351074,0.30133333333333334,0.30133333333333334,0.5640882809166152,50,None
1.9544920921325684,0.05862736701965332,0.31733333333333336,0.31733333333333336,0.5794497420944944,50,['cognitive']
1.8833436965942383,0.05876779556274414,0.3253333333333333,0.3253333333333333,0.5863028162729531,50,['cognitive']
1.880924940109253,0.05566596984863281,0.304,0.304,0.5564827457241556,50,['cognitive']
1.918485164642334,0.05674433708190918,0.30933333333333335,0.30933333333333335,0.5629140563773808,50,['cognitive']
1.6775927543640137,0.06680154800415039,0.37866666666666665,0.37866666666666665,0.6018554349995376,50,['demographic']
1.6755602359771729,0.06808066368103027,0.37333333333333335,0.37333333333333335,0.6084103642479203,50,['demographic']
1.6814959049224854,0.06921124458312988,0.35733333333333334,0.35733333333333334,0.5933078023919741,50,['demographic']
1.672323226928711,0.06801581382751465,0.368,0.368,0.6029308863544541,50,['demographic']
3.8002634048461914,0.0787971019744873,0.32266666666666666,0.32266666666666666,0.5823297815550915,50,['lifestyle']
3.8645684719085693,0.08173227310180664,0.31466666666666665,0.31466666666666665,0.5782360691274373,50,['lifestyle']
3.8237829208374023,0.07956695556640625,0.29333333333333333,0.29333333333333333,0.553169483426387,50,['lifestyle']
3.812296152114868,0.08076190948486328,0.32266666666666666,0.32266666666666666,0.5810236228138067,50,['lifestyle']
4.176727294921875,0.07559776306152344,0.32266666666666666,0.32266666666666666,0.5935778567963252,50,['mental']
4.199885368347168,0.07536554336547852,0.3333333333333333,0.3333333333333333,0.5855207435856248,50,['mental']
4.191377401351929,0.08270668983459473,0.2853333333333333,0.2853333333333333,0.5654678603821772,50,['mental']
4.193781852722168,0.08006548881530762,0.3546666666666667,0.3546666666666667,0.5734752827711983,50,['mental']
1.84006929397583,0.07085371017456055,0.3973333333333333,0.39733333333333326,0.6091511631303027,50,"['cognitive', 'demographic']"
1.811596393585205,0.07322549819946289,0.37866666666666665,0.37866666666666665,0.6304540240235855,50,"['cognitive', 'demographic']"
1.8318660259246826,0.07089924812316895,0.3546666666666667,0.3546666666666667,0.5887209339116128,50,"['cognitive', 'demographic']"
1.826958179473877,0.07123422622680664,0.37066666666666664,0.37066666666666664,0.6197281080493452,50,"['cognitive', 'demographic']"
1.0764272212982178,0.03772544860839844,0.312,0.312,0.5809694699591602,50,"['cognitive', 'lifestyle']"
1.0674397945404053,0.037778615951538086,0.304,0.304,0.5697378231120327,50,"['cognitive', 'lifestyle']"
1.0640616416931152,0.03622078895568848,0.312,0.312,0.5603561959789781,50,"['cognitive', 'lifestyle']"
1.0785775184631348,0.03718233108520508,0.30133333333333334,0.30133333333333334,0.5704284241235351,50,"['cognitive', 'lifestyle']"
3.7192742824554443,0.07546758651733398,0.32,0.32,0.5814665809956338,50,"['cognitive', 'mental']"
3.971984624862671,0.07249760627746582,0.33066666666666666,0.33066666666666666,0.5914442951691598,50,"['cognitive', 'mental']"
3.710233211517334,0.0728154182434082,0.33866666666666667,0.33866666666666667,0.5716016345643676,50,"['cognitive', 'mental']"
3.725759744644165,0.07088899612426758,0.3466666666666667,0.3466666666666667,0.5826628114701832,50,"['cognitive', 'mental']"
1.4688684940338135,0.06699538230895996,0.384,0.384,0.5894327295797089,50,"['demographic', 'lifestyle']"
1.4579553604125977,0.0671229362487793,0.37066666666666664,0.37066666666666664,0.6200297009139866,50,"['demographic', 'lifestyle']"
1.4724280834197998,0.06743693351745605,0.35733333333333334,0.35733333333333334,0.5986815098221515,50,"['demographic', 'lifestyle']"
1.46321439743042,0.06697678565979004,0.38133333333333336,0.38133333333333336,0.6021635180939492,50,"['demographic', 'lifestyle']"
0.9992871284484863,0.06368541717529297,0.38133333333333336,0.38133333333333336,0.6158064881204456,50,"['demographic', 'mental']"
1.0076637268066406,0.06476783752441406,0.36,0.36,0.6179255481404681,50,"['demographic', 'mental']"
1.0013923645019531,0.06410646438598633,0.352,0.352,0.6167540616669182,50,"['demographic', 'mental']"
1.0024027824401855,0.06349825859069824,0.37066666666666664,0.37066666666666664,0.6167601462573279,50,"['demographic', 'mental']"
1.8380603790283203,0.0577242374420166,0.33066666666666666,0.33066666666666666,0.592225657987607,50,"['lifestyle', 'mental']"
1.8451733589172363,0.06431889533996582,0.3253333333333333,0.3253333333333333,0.5885997491526194,50,"['lifestyle', 'mental']"
1.8522388935089111,0.06471729278564453,0.30133333333333334,0.30133333333333334,0.5565929782204114,50,"['lifestyle', 'mental']"
1.8500733375549316,0.0660550594329834,0.344,0.344,0.5898589551379093,50,"['lifestyle', 'mental']"
