max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
2,125,0.7284460281237456,6,13,0.9346487324164727,0.5197370737249756,0.5189663990217523,30,None
2,200,0.8707837189380814,4,2,0.742752651936569,0.5257431307910193,0.5210276649651148,30,['cognitive']
2,125,0.46437856139238587,9,10,0.7458571366750484,0.519894501432252,0.524775095182871,30,['demographic']
2,50,0.26191661696843327,14,2,0.7480721103332761,0.5246403366992591,0.5253846216757159,30,['lifestyle']
2,50,0.393781008505804,2,13,0.6361482534307451,0.5659196018499256,0.5908853037780668,30,['mental']
2,150,0.5297751965227809,10,13,0.8002679638485855,0.5211629246747428,0.5243149949890549,30,"['cognitive', 'demographic']"
4,225,0.6761148005727003,6,1,0.687709058248701,0.5235399430299732,0.5251107087388468,30,"['cognitive', 'lifestyle']"
3,75,0.40923422822801203,3,8,0.8316067911175782,0.5689257309286434,0.5928328908011704,30,"['cognitive', 'mental']"
3,50,0.8994229955944878,9,6,0.8877775431622824,0.525271047704396,0.5310039917215064,30,"['demographic', 'lifestyle']"
2,125,0.3063990126451927,4,2,0.9827780591859554,0.5725633711533229,0.5963682973563651,30,"['demographic', 'mental']"
3,250,0.791344329806824,9,7,0.963445224776705,0.5684498471731025,0.5951677103261198,30,"['lifestyle', 'mental']"
4,100,0.3944092562435968,3,11,0.925592228617714,0.5244949111043543,0.5324884051906663,30,"['cognitive', 'demographic', 'lifestyle']"
2,125,0.26531124443938964,13,13,0.9673449124671172,0.56545131943222,0.5963134467418478,30,"['cognitive', 'demographic', 'mental']"
3,50,0.15288907122294665,7,14,0.7061310128493092,0.5739854214341724,0.6009170134803397,30,"['cognitive', 'lifestyle', 'mental']"
3,250,0.2730027899437189,11,2,0.9676206273242698,0.5711409208020612,0.5983529055601776,30,"['demographic', 'lifestyle', 'mental']"
2,100,0.23148020898281135,12,6,0.7310466218747723,0.5670321976667894,0.5958116643699961,30,"['cognitive', 'demographic', 'lifestyle', 'mental']"
